item	condition	lens	position	position_role	layer	rank	token	score	bucket	reason	country	expected_country	form_kind	source_form	fragment_ok	echo	echo_norm	mouth_top1	mouth_top5	is_control
boot	bare	J-lens	1	entity	10	3	 boots	10.5	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	10	4	盔	10.06	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	10	5	ers	9.94	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	6	er	9.19	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	7	 boot	9.06	UNSCORED	not_in_registry	NA	Italy			1	1	1	0	0	1
boot	bare	J-lens	1	entity	10	8	儿的	8.88	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	10	9	�	8.62	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	10	10	-boot	8.56	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	11	ress	8.31	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	12	ie	8.31	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	13	soles	8.12	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	14	gear	8.06	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	15	erry	8.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	16	/boot	7.94	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	17	boot	7.91	UNSCORED	fragment_filter	NA	Italy			0	0	1	0	0	1
boot	bare	J-lens	1	entity	10	18	Boot	7.88	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	10	19	erior	7.81	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	20	ger	7.78	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	21	ington	7.75	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	10	22	´	7.69	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	10	23	 armour	7.62	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	10	24	里斯	7.62	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	10	25	oot	7.59	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	1	ing	11.94	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	2	 boots	10.38	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	11	3	ting	10.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	4	ers	10.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	5	盔	9.5	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	11	6	er	9.44	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	7	 boot	9.19	UNSCORED	not_in_registry	NA	Italy			1	1	1	0	0	1
boot	bare	J-lens	1	entity	11	8	�	8.69	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	11	9	boot	8.5	UNSCORED	fragment_filter	NA	Italy			0	0	1	0	0	1
boot	bare	J-lens	1	entity	11	10	儿的	8.5	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	11	11	-boot	8.44	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	12	ie	8.12	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	13	ress	8.12	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	14	Boot	8.12	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	11	15	/boot	8.06	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	16	ger	8.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	17	erior	7.94	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	18	soles	7.88	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	19	gear	7.78	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	20	´	7.72	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	11	21	oot	7.69	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	22	 Boots	7.66	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	11	23	ary	7.59	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	24	_boot	7.38	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	11	25	aly	7.34	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	1	ing	11.56	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	2	 boots	10.38	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	12	3	er	9.69	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	4	ting	9.5	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	5	ers	9.25	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	6	 boot	9.12	UNSCORED	not_in_registry	NA	Italy			1	1	1	0	0	1
boot	bare	J-lens	1	entity	12	7	盔	8.94	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	12	8	boot	8.5	UNSCORED	fragment_filter	NA	Italy			0	0	1	0	0	1
boot	bare	J-lens	1	entity	12	9	-boot	8.31	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	10	�	8.12	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	12	11	ie	8.06	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	12	儿的	7.91	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	12	13	Boot	7.91	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	12	14	soles	7.81	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	15	ress	7.72	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	16	/boot	7.72	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	17	erior	7.53	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	18	gear	7.5	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	19	ger	7.47	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	20	oot	7.47	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	21	press	7.41	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	22	_boot	7.28	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	12	23	 Boots	7.25	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	12	24	 worn	7.16	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	12	25	ary	7.16	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	1	ing	10.88	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	2	 boots	10.12	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	13	3	er	9.44	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	4	ers	9.06	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	5	ting	8.75	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	6	 boot	8.56	UNSCORED	not_in_registry	NA	Italy			1	1	1	0	0	1
boot	bare	J-lens	1	entity	13	7	盔	8.5	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	13	8	boot	8.5	UNSCORED	fragment_filter	NA	Italy			0	0	1	0	0	1
boot	bare	J-lens	1	entity	13	9	�	7.84	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	13	10	-boot	7.81	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	11	ress	7.56	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	12	Boot	7.56	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	13	13	/boot	7.47	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	14	soles	7.44	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	15	press	7.41	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	16	ie	7.38	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	17	儿的	7.22	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	13	18	ger	7.22	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	19	_boot	7.22	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	20	gear	7.12	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	21	less	7.09	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	22	shell	7.06	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	23	ary	7.03	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	13	24	什么意思	7.0	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	13	25	 Boots	7.0	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	14	1	ing	10.5	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	2	 boots	9.69	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	14	3	er	8.94	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	4	boot	8.5	UNSCORED	fragment_filter	NA	Italy			0	0	1	0	0	1
boot	bare	J-lens	1	entity	14	5	ers	8.5	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	6	 boot	8.31	UNSCORED	not_in_registry	NA	Italy			1	1	1	0	0	1
boot	bare	J-lens	1	entity	14	7	ting	8.25	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	8	盔	7.91	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	14	9	-boot	7.44	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	10	ress	7.41	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	11	Boot	7.41	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	14	12	什么意思	7.28	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	14	13	/boot	7.28	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	14	_boot	7.12	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	15	less	7.09	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	16	press	7.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	17	ger	7.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	18	ie	6.84	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	19	ary	6.84	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	20	�	6.81	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	14	21	wear	6.78	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	22	 Boots	6.78	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	14	23	shell	6.75	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	14	24	 heel	6.72	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	14	25	gear	6.72	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	1	ing	10.94	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	2	er	9.25	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	3	 boots	9.19	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	15	4	ers	8.62	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	5	ting	8.12	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	6	boot	7.97	UNSCORED	fragment_filter	NA	Italy			0	0	1	0	0	1
boot	bare	J-lens	1	entity	15	7	 boot	7.72	UNSCORED	not_in_registry	NA	Italy			1	1	1	0	0	1
boot	bare	J-lens	1	entity	15	8	less	7.62	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	9	盔	7.62	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	15	10	ress	7.31	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	11	ger	7.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	12	-boot	6.97	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	13	什么意思	6.97	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	15	14	ie	6.91	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	15	Boot	6.91	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	15	16	ary	6.81	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	17	_boot	6.78	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	18	ster	6.69	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	19	shell	6.69	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	20	os	6.66	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	21	press	6.66	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	22	�	6.59	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	15	23	gear	6.56	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	24	soles	6.5	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	15	25	 heel	6.47	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	16	1	ing	10.44	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	2	 boots	9.5	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	16	3	er	8.88	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	4	ers	8.38	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	5	 boot	8.12	UNSCORED	not_in_registry	NA	Italy			1	1	1	0	0	1
boot	bare	J-lens	1	entity	16	6	boot	8.12	UNSCORED	fragment_filter	NA	Italy			0	0	1	0	0	1
boot	bare	J-lens	1	entity	16	7	ting	7.69	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	8	less	7.66	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	9	盔	7.56	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	16	10	_boot	7.25	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	11	ress	7.09	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	12	-boot	7.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	13	Boot	6.88	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	16	14	BOOT	6.78	UNSCORED	not_in_registry	NA	Italy			1	0	1	0	0	1
boot	bare	J-lens	1	entity	16	15	ger	6.78	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	16	shell	6.75	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	17	ster	6.72	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	18	什么意思	6.72	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	16	19	ary	6.69	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	20	 heel	6.69	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	16	21	ie	6.69	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	22	/boot	6.66	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	23	foot	6.56	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	24	os	6.5	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	16	25	 Boots	6.5	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	17	1	ing	10.12	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	17	2	 boots	8.75	UNSCORED	not_in_registry	NA	Italy			1	0	0	0	0	1
boot	bare	J-lens	1	entity	17	3	er	8.5	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
boot	bare	J-lens	1	entity	17	4	less	8.0	UNSCORED	fragment_filter	NA	Italy			0	0	0	0	0	1
